Frame#	Read_time	Detector_time	Extractor_time	Matcher_time	Total_time
1	0.00830507	0.00316787	0.022161	0.0194361	0.0531471	
2	0.00903702	0.00384998	0.023031	0.0188859	0.0548818	
3	0.010982	0.00329494	0.0172331	0.0150368	0.0466101	
4	0.00912094	0.0036149	0.0204172	0.016561	0.049782	
5	0.00972795	0.00358701	0.020149	0.01666	0.050194	
6	0.00902891	0.00372386	0.0202401	0.0164552	0.0496368	
7	0.00945401	0.00375485	0.0191951	0.0157461	0.0482149	
8	0.00886917	0.00383997	0.0201299	0.0160701	0.048975	
9	0.00959921	0.00359797	0.01773	0.013768	0.0447521	
10	0.00897813	0.00341487	0.014962	0.011554	0.0389562	
11	0.00910807	0.00309992	0.0178461	0.0150208	0.0451379	
12	0.0104969	0.00312209	0.0172601	0.0149448	0.0458848	
13	0.00885916	0.003299	0.0177999	0.0139201	0.0439351	
14	0.00901604	0.00298214	0.0165539	0.013396	0.0420032	
15	0.00973296	0.00304604	0.0161219	0.0137532	0.042711	
16	0.0088079	0.00349402	0.0181961	0.0141699	0.0447271	
17	0.00895691	0.00331688	0.0170841	0.014159	0.043576	
18	0.00893593	0.00311112	0.0162411	0.0126288	0.0409679	
19	0.00909591	0.00300312	0.0156028	0.0128422	0.040597	
20	0.010041	0.00359201	0.015506	0.013304	0.0424981	
21	0.00883102	0.00335288	0.0173211	0.013093	0.0426519	
22	0.00874496	0.00298214	0.0160449	0.013119	0.0409451	
23	0.011421	0.00300002	0.0137661	0.011513	0.039748	
24	0.00875497	0.00334883	0.0153461	0.0118852	0.039382	
25	0.00907707	0.00285697	0.013761	0.0109298	0.03667	
26	0.00876904	0.00321317	0.014436	0.011462	0.0379291	
27	0.010864	0.00317216	0.0137758	0.0115421	0.039402	
28	0.00875115	0.00327492	0.0144219	0.0111551	0.0376482	
29	0.00892305	0.00293207	0.014375	0.011426	0.037704	
30	0.00918198	0.00308204	0.0149081	0.0119541	0.039176	
31	0.0105472	0.00328588	0.016022	0.0137708	0.0436831	
32	0.00890207	0.00360298	0.0180001	0.014035	0.0445981	
33	0.00899196	0.00311494	0.0177431	0.0142698	0.044179	
34	0.00883889	0.00344419	0.0203838	0.015995	0.0487261	
35	0.00937796	0.00357914	0.022388	0.0170729	0.0524871	
36	0.00885487	0.00380707	0.021955	0.017741	0.0524309	
37	0.0114021	0.00320196	0.0199881	0.0174429	0.0521061	
38	0.00911689	0.00358105	0.022892	0.018429	0.0540929	
39	0.010426	0.00335884	0.0221541	0.01946	0.0554779	
40	0.00899887	0.00375414	0.0240529	0.0196741	0.05656	
41	0.00918794	0.00371695	0.0259581	0.0211201	0.0600679	
42	0.00899386	0.003829	0.0252199	0.0208941	0.059021	
43	0.00903702	0.0039041	0.0238099	0.0194862	0.0563171	
44	0.009058	0.00374889	0.022094	0.0180399	0.053015	
45	0.0109379	0.00351405	0.021688	0.0191231	0.055341	
46	0.00932193	0.00379395	0.028954	0.0239	0.066077	
47	0.009197	0.00380588	0.0272441	0.022429	0.062767	
48	0.00914001	0.00390601	0.0279782	0.0235209	0.06464	
49	0.00894904	0.00302005	0.0152528	0.012599	0.0398731	
50	0.00941706	0.00341392	0.0289609	0.0248671	0.0667601	
51	0.00930381	0.00373697	0.025707	0.0214081	0.0602429	
52	0.00911713	0.00378489	0.0274611	0.0226829	0.0631371	
53	0.00938606	0.00361586	0.0193851	0.015903	0.0483539	
54	0.00983095	0.0041101	0.0328598	0.0285711	0.0754988	
55	0.00942707	0.00405598	0.0292101	0.025317	0.0681269	
56	0.00959611	0.00403905	0.032141	0.0279689	0.073869	
57	0.00950408	0.00371003	0.0217459	0.018039	0.053072	
58	0.0112238	0.00336099	0.0217772	0.018867	0.055306	
59	0.0100088	0.00482416	0.0453079	0.039994	0.100314	
60	0.0099268	0.004282	0.038043	0.033921	0.086324	
61	0.00994182	0.00469303	0.050699	0.0460432	0.111581	
62	0.00995207	0.00452399	0.0450649	0.040761	0.100482	
63	0.0100529	0.00470495	0.0538611	0.049155	0.117992	
64	0.0101781	0.00469995	0.053441	0.048559	0.117093	
65	0.0101521	0.00473905	0.055676	0.050734	0.121526	
66	0.010097	0.00468707	0.054718	0.049964	0.119686	
67	0.0104339	0.0046711	0.054708	0.050056	0.120111	
68	0.0100811	0.00477695	0.0561669	0.0512772	0.122528	
69	0.0102232	0.00472999	0.0554829	0.0502951	0.120953	
70	0.0101509	0.00479317	0.0544338	0.049737	0.119334	
71	0.010385	0.00479603	0.05405	0.0493381	0.118787	
72	0.0101931	0.00461292	0.0547149	0.0499501	0.119691	
73	0.0100808	0.00478721	0.0555878	0.0508201	0.1215	
74	0.0102661	0.00476909	0.056149	0.0510418	0.122452	
75	0.0102501	0.00482297	0.0566409	0.0518692	0.123811	
76	0.010257	0.00489593	0.0581262	0.053452	0.126966	
77	0.010452	0.0049181	0.0580158	0.0532782	0.126898	
78	0.0104921	0.00489807	0.0587189	0.0537851	0.128132	
79	0.0104439	0.00489402	0.060317	0.055043	0.13094	
80	0.0104842	0.00486779	0.0614512	0.056473	0.133525	
81	0.01053	0.00485706	0.0616128	0.0567322	0.133981	
82	0.010443	0.00484395	0.0602081	0.055491	0.13123	
83	0.0108371	0.00479507	0.0596669	0.0551331	0.130674	
84	0.0104749	0.00482988	0.0582662	0.053432	0.127238	
85	0.0105691	0.00486302	0.0598979	0.055212	0.130785	
86	0.0104361	0.00487709	0.0609879	0.056133	0.132681	
87	0.0104518	0.00498509	0.0615649	0.056432	0.133683	
88	0.0104899	0.00483203	0.060956	0.0558801	0.132403	
89	0.0105031	0.00478888	0.0602431	0.0551109	0.13089	
90	0.010658	0.00484395	0.060782	0.055927	0.132458	
91	0.0108211	0.00488997	0.06127	0.0564981	0.133727	
92	0.0108562	0.00462103	0.06128	0.0567658	0.133772	
93	0.0108371	0.00483394	0.059644	0.054754	0.13031	
94	0.0104899	0.00493097	0.0600381	0.055419	0.131122	
95	0.0105162	0.00500298	0.0604041	0.055804	0.131973	
96	0.0107391	0.00476599	0.0613	0.0564079	0.133461	
97	0.0107009	0.00487995	0.0605459	0.0555708	0.131943	
98	0.0106311	0.00488591	0.059396	0.0547011	0.129855	
99	0.0105109	0.00484204	0.0580459	0.0535731	0.127207	
100	0.0109081	0.00481081	0.0574841	0.05299	0.126428	
101	0.0106249	0.00479507	0.0580409	0.0533202	0.127018	
102	0.01056	0.00475597	0.0553911	0.0508609	0.121792	
103	0.010592	0.00488687	0.055717	0.0514309	0.122854	
104	0.0105231	0.00479507	0.056056	0.0516059	0.123207	
105	0.0105729	0.00473094	0.0583241	0.05373	0.127594	
106	0.010566	0.00489187	0.0561421	0.0520611	0.123891	
107	0.010556	0.00492001	0.0569379	0.051892	0.124534	
108	0.010555	0.0046978	0.0548542	0.0506499	0.12098	
109	0.0107381	0.00464392	0.052341	0.0481942	0.11613	
110	0.0108869	0.00476718	0.053695	0.049576	0.119146	
111	0.010561	0.00470114	0.0537899	0.0497401	0.11901	
112	0.010534	0.00476909	0.0534201	0.0482469	0.117182	
113	0.0105681	0.00474787	0.053643	0.0493491	0.118525	
114	0.010545	0.00479698	0.052839	0.048914	0.117311	
