Frame#	Read_time	Detector_time	Extractor_time	Matcher_time	Total_time	Num_features(match)
313	0.0091691	0.00504684	0.043534	0.068785	0.126872	666	
314	0.00906682	0.00499105	0.043092	0.0682089	0.125694	655	
315	0.00909781	0.00496721	0.04299	0.0680649	0.125451	588	
316	0.00904799	0.00490093	0.042403	0.0669768	0.123657	599	
317	0.0089798	0.00487304	0.042732	0.0675611	0.124477	611	
318	0.00894785	0.00487709	0.042273	0.066761	0.123187	602	
319	0.00888491	0.004843	0.041537	0.065486	0.121072	618	
320	0.008883	0.00470114	0.039958	0.063009	0.116857	574	
321	0.00879908	0.00460505	0.038202	0.0599639	0.111864	548	
322	0.00870085	0.00450301	0.0361102	0.0564818	0.106073	587	
323	0.008636	0.00448799	0.034786	0.0542679	0.102442	514	
324	0.00856185	0.0043242	0.033802	0.0526278	0.099575	482	
325	0.00853801	0.00414491	0.0315051	0.049011	0.0934401	472	
326	0.00848508	0.0040431	0.02967	0.045769	0.0881991	456	
327	0.00830698	0.00396895	0.028856	0.0445161	0.0858669	432	
328	0.0082109	0.00389504	0.0269082	0.0414798	0.0806959	419	
329	0.00819612	0.0037868	0.026201	0.0403152	0.078696	386	
330	0.00816989	0.00373411	0.026124	0.0401049	0.0783279	389	
331	0.00809979	0.00370502	0.0261111	0.0393939	0.077503	386	
332	0.00801396	0.00369096	0.024864	0.0379932	0.074753	377	
333	0.00796795	0.00366902	0.0247979	0.037981	0.0746019	347	
334	0.00797892	0.00358105	0.0239871	0.0365229	0.072248	348	
335	0.00790882	0.00352001	0.0224121	0.033946	0.0679529	321	
336	0.00784016	0.00347996	0.0220561	0.0332768	0.0668161	320	
337	0.00780511	0.00346804	0.021095	0.0316679	0.0641921	279	
338	0.00778413	0.00340295	0.020972	0.0315959	0.0639071	306	
339	0.00775814	0.00328398	0.0198278	0.029664	0.0606751	263	
340	0.00779009	0.00335884	0.0206521	0.030992	0.0629389	292	
341	0.00766706	0.00336385	0.0199041	0.02879	0.059849	262	
342	0.00761795	0.00328302	0.0192189	0.0298131	0.0600538	269	
343	0.00768089	0.00326419	0.018575	0.026669	0.056304	260	
344	0.00758791	0.00315309	0.0172598	0.025465	0.0535738	243	
345	0.00761294	0.00314999	0.017673	0.0255232	0.0540659	222	
346	0.00752211	0.00312686	0.016912	0.0251751	0.052844	204	
347	0.00753093	0.00316787	0.0176771	0.024652	0.0531328	222	
348	0.00748491	0.00306511	0.0158401	0.023314	0.0498021	214	
349	0.00749183	0.00295305	0.0146961	0.0210929	0.0463259	201	
350	0.00754499	0.00292015	0.0143368	0.020257	0.0451469	181	
351	0.00753903	0.00287795	0.013541	0.0195751	0.043618	193	
352	0.00744319	0.00286603	0.0139198	0.019592	0.0439072	184	
353	0.0074091	0.00282407	0.0129828	0.0185511	0.0418479	180	
354	0.00746799	0.00276518	0.0121899	0.0172851	0.039783	163	
355	0.00750089	0.00267315	0.0123029	0.016407	0.038955	157	
356	0.00742102	0.00271511	0.0122418	0.017107	0.0395601	173	
357	0.00744104	0.00275302	0.0121629	0.017617	0.04005	150	
358	0.00743914	0.00277305	0.012799	0.0180469	0.041136	180	
359	0.00749803	0.002702	0.0120459	0.0164731	0.0387909	165	
360	0.00748587	0.00271297	0.0117791	0.016556	0.0386059	165	
361	0.00742698	0.00272202	0.0119481	0.0165179	0.0386879	169	
362	0.00740504	0.00278306	0.0123811	0.0177419	0.0403881	172	
363	0.00749898	0.00270414	0.0120308	0.0163341	0.03864	160	
364	0.00746393	0.00265789	0.0112691	0.015635	0.037096	158	
365	0.00743198	0.00273609	0.011524	0.0161262	0.037889	151	
366	0.00743508	0.00275111	0.0132129	0.0178571	0.0413342	171	
367	0.007406	0.00278497	0.0132911	0.0185499	0.0421131	178	
368	0.00752902	0.00275111	0.0121479	0.0172009	0.0397041	173	
369	0.00750685	0.00266695	0.0118432	0.016397	0.038486	157	
370	0.00744009	0.00271797	0.011766	0.0163479	0.038343	174	
371	0.00749516	0.00281286	0.012614	0.0173421	0.0403402	151	
372	0.00742316	0.00277901	0.0128419	0.0184119	0.0415361	177	
373	0.00749993	0.00279903	0.012594	0.0186992	0.0416701	177	
374	0.00751209	0.00271893	0.0120311	0.0165448	0.0388801	174	
375	0.00750303	0.00332308	0.0130818	0.0188	0.0427899	186	
376	0.00751209	0.00287795	0.0139649	0.0202379	0.044682	199	
377	0.00752091	0.002918	0.013916	0.019603	0.044044	202	
378	0.00756097	0.00283504	0.01314	0.018847	0.042465	220	
379	0.00763798	0.00280905	0.0132298	0.019516	0.0432749	206	
380	0.00758696	0.00287008	0.01456	0.020685	0.0457928	209	
381	0.00754404	0.00296497	0.015909	0.0219579	0.0484729	243	
382	0.00759792	0.00339389	0.0153351	0.0223491	0.048774	214	
383	0.00762701	0.00296307	0.01458	0.021435	0.0466981	246	
384	0.00765681	0.0029161	0.0142939	0.0206611	0.0456278	219	
385	0.007622	0.00295997	0.014817	0.0219388	0.0474341	230	
386	0.00761795	0.00303197	0.015445	0.0226421	0.0488369	243	
387	0.00763798	0.00304914	0.0164759	0.024143	0.0514112	245	
388	0.00776196	0.00302815	0.0162618	0.024086	0.051245	248	
389	0.00781298	0.00298309	0.015466	0.022182	0.0485411	230	
390	0.00771022	0.00302291	0.015744	0.023253	0.0498331	260	
391	0.00766611	0.00309587	0.017633	0.025712	0.054219	287	
392	0.00765204	0.00312114	0.0166969	0.024842	0.052422	319	
393	0.0078361	0.00302601	0.0162909	0.0236762	0.0509322	303	
394	0.00785398	0.00300813	0.0164518	0.0244269	0.0518479	317	
395	0.00773811	0.00305986	0.016921	0.0253429	0.0531712	324	
396	0.00766897	0.00307703	0.0173361	0.0260308	0.0542259	341	
397	0.00768685	0.00314307	0.0183702	0.0266428	0.0559731	342	
398	0.00778604	0.00308394	0.017545	0.0256569	0.054184	304	
399	0.00780201	0.00305295	0.0169492	0.025207	0.0531201	294	
400	0.00777888	0.00314403	0.0177109	0.0258632	0.054611	309	
401	0.00779104	0.00312901	0.018172	0.0273609	0.056586	312	
402	0.00787616	0.00307298	0.0170629	0.0251741	0.0532961	325	
403	0.00784707	0.00307608	0.01668	0.0247869	0.0525	319	
404	0.0077908	0.00315404	0.0180371	0.0266681	0.0557799	331	
405	0.00771809	0.00317001	0.018522	0.027849	0.0573821	319	
406	0.00782299	0.00315285	0.0184932	0.02739	0.056993	354	
407	0.00787902	0.00311995	0.0176861	0.0265839	0.055398	314	
408	0.00795603	0.0030601	0.016885	0.0251598	0.0531712	309	
409	0.00783896	0.00315213	0.018193	0.0269408	0.0562561	348	
410	0.00778913	0.00323296	0.0192111	0.028976	0.059351	348	
411	0.0078249	0.00326991	0.0195661	0.0290701	0.0598729	349	
412	0.00787401	0.00319195	0.018436	0.027473	0.0571089	343	
413	0.00785995	0.00320005	0.018091	0.027092	0.056376	337	
414	0.00785184	0.00324917	0.019053	0.0284078	0.058702	347	
