Frame#	Read_time	Detector_time	Extractor_time	Matcher_time	Total_time	Num_features(match)
114	0.025193	0.026042	0.0429211	0.235312	0.332036	457	
115	0.032608	0.027127	0.05147	0.239514	0.352793	484	
116	0.031637	0.031384	0.0472128	0.231139	0.343069	486	
117	0.0316112	0.0331969	0.0456641	0.240282	0.353269	490	
118	0.0288739	0.029084	0.0430081	0.222431	0.325033	492	
119	0.028476	0.0258548	0.0478191	0.224805	0.329023	496	
120	0.0296431	0.0267439	0.045552	0.203833	0.307439	402	
121	0.0312278	0.033309	0.046706	0.193572	0.306198	388	
122	0.0348551	0.029747	0.038003	0.180402	0.284037	374	
123	0.0299759	0.029691	0.041584	0.194199	0.297279	369	
124	0.0308199	0.0302761	0.0399511	0.202026	0.305879	376	
125	0.0299151	0.031399	0.053473	0.212727	0.328584	357	
126	0.0315828	0.0298171	0.0400889	0.206885	0.30939	359	
127	0.0239551	0.022099	0.042145	0.210666	0.300951	324	
128	0.030344	0.0460708	0.0505171	0.205771	0.3348	332	
129	0.0253339	0.0249581	0.0414009	0.207906	0.300656	368	
130	0.0237639	0.024904	0.040328	0.219379	0.309396	362	
131	0.024123	0.0238352	0.0406258	0.208156	0.297783	334	
132	0.023906	0.0255129	0.040014	0.207627	0.298078	337	
133	0.024003	0.0225999	0.0401571	0.200839	0.288613	320	
134	0.0238941	0.024508	0.0534561	0.197698	0.300552	337	
135	0.0242109	0.0259209	0.0412741	0.215778	0.308218	392	
136	0.023747	0.0269461	0.0405471	0.215714	0.308151	380	
137	0.026262	0.0251589	0.0415201	0.213933	0.307952	392	
138	0.0250061	0.0296359	0.0460131	0.218932	0.320621	371	
139	0.0256839	0.0416501	0.0439811	0.220235	0.332712	405	
140	0.0240471	0.0230489	0.0420821	0.224886	0.315281	397	
141	0.026191	0.027334	0.0421801	0.227831	0.324599	394	
142	0.024153	0.0259941	0.041261	0.216733	0.309378	393	
143	0.0276351	0.0271521	0.04303	0.221248	0.320165	406	
144	0.0252821	0.0272019	0.0466962	0.228605	0.328902	426	
145	0.0279551	0.0244081	0.0482919	0.225524	0.327296	433	
146	0.0252471	0.0270479	0.0425811	0.218345	0.314469	384	
147	0.025558	0.0323331	0.0470638	0.225175	0.331304	420	
148	0.0240901	0.0235188	0.0416391	0.216878	0.307217	429	
149	0.0241609	0.023386	0.0427961	0.220608	0.31206	424	
150	0.0241301	0.0219779	0.042346	0.219536	0.309069	444	
151	0.0241649	0.0238681	0.042803	0.220161	0.312107	424	
152	0.024538	0.0282929	0.052916	0.22311	0.330075	444	
153	0.0264611	0.024981	0.0459409	0.232488	0.330964	433	
154	0.024087	0.0238161	0.0418079	0.217944	0.308888	445	
155	0.0252168	0.0265481	0.0421469	0.218229	0.313232	442	
156	0.0249491	0.025398	0.0434558	0.221273	0.316162	451	
157	0.0256238	0.0267332	0.042455	0.222399	0.318311	438	
158	0.0263228	0.027004	0.0422521	0.219404	0.316062	462	
159	0.0272	0.0283329	0.0417011	0.218644	0.317193	436	
160	0.024462	0.022855	0.0411179	0.214605	0.304134	449	
161	0.0242581	0.0249391	0.041286	0.223287	0.315207	468	
162	0.02618	0.027544	0.0425289	0.233336	0.330697	432	
163	0.0252988	0.024348	0.0424821	0.237875	0.331323	461	
164	0.0256469	0.026665	0.0454421	0.239541	0.340089	445	
165	0.0314989	0.026211	0.0430291	0.220396	0.322253	471	
166	0.0252199	0.026921	0.0427921	0.22283	0.318852	430	
167	0.025574	0.0278649	0.0431581	0.227172	0.324965	440	
168	0.0275159	0.025701	0.041074	0.215004	0.310526	431	
169	0.024564	0.025192	0.0415959	0.217273	0.309774	436	
170	0.0243161	0.0237479	0.0422611	0.221676	0.313139	432	
171	0.0243781	0.0224969	0.0416021	0.218128	0.307701	455	
172	0.0244131	0.0241618	0.041038	0.21309	0.30378	430	
173	0.024189	0.0242491	0.0409009	0.218576	0.309194	402	
174	0.0332122	0.040839	0.04264	0.211231	0.328964	381	
175	0.0240049	0.024179	0.0402429	0.207066	0.296509	392	
176	0.023988	0.0237119	0.0390739	0.199477	0.287228	370	
177	0.0238822	0.0243759	0.03879	0.197108	0.285196	339	
178	0.0242329	0.0262589	0.0387442	0.195791	0.286089	330	
179	0.0254042	0.025126	0.0391049	0.200307	0.291014	347	
180	0.0253291	0.025763	0.0429149	0.219547	0.315056	324	
181	0.0312212	0.0410318	0.047421	0.203315	0.323833	322	
182	0.0237632	0.025069	0.041431	0.203013	0.294515	320	
183	0.0319889	0.033237	0.0362711	0.199029	0.302199	291	
184	0.033828	0.0293639	0.0609381	0.175537	0.300433	282	
185	0.024529	0.023102	0.040313	0.201751	0.291237	309	
186	0.0311971	0.0383971	0.0364459	0.189751	0.296953	282	
187	0.0311279	0.0315099	0.05161	0.183331	0.298506	302	
188	0.02354	0.023226	0.033536	0.16717	0.248217	267	
189	0.023771	0.0252178	0.0347531	0.174989	0.25951	256	
190	0.0237508	0.0225551	0.0333331	0.165963	0.246338	264	
191	0.03038	0.0326681	0.035399	0.1718	0.27102	266	
192	0.0244598	0.022737	0.0349081	0.176209	0.259131	281	
193	0.0296202	0.0238299	0.0365839	0.174569	0.265693	275	
194	0.0297091	0.0252609	0.03741	0.165599	0.258752	268	
195	0.027539	0.0245168	0.0325842	0.168375	0.254773	213	
196	0.0256588	0.028223	0.0333931	0.166725	0.254874	242	
197	0.026669	0.021306	0.033828	0.15902	0.241533	253	
198	0.0244071	0.025043	0.0313869	0.153037	0.234656	219	
199	0.023674	0.0250211	0.032007	0.157344	0.238736	221	
200	0.023639	0.0261071	0.0369241	0.160778	0.248262	214	
201	0.024286	0.022691	0.038789	0.153467	0.241416	221	
202	0.0272841	0.0209708	0.0408211	0.154508	0.244526	198	
203	0.0309551	0.0283048	0.0381091	0.164354	0.263966	221	
204	0.0333819	0.0348141	0.034338	0.155779	0.259187	227	
205	0.0275819	0.0207901	0.0316608	0.154626	0.235417	199	
206	0.029835	0.0288241	0.035207	0.147289	0.241837	219	
207	0.029932	0.0268009	0.031606	0.138387	0.227348	222	
208	0.0231631	0.025404	0.030962	0.135543	0.21568	203	
209	0.0257201	0.0228639	0.028445	0.132811	0.210493	188	
210	0.0243399	0.024034	0.0266731	0.125996	0.201621	175	
211	0.0241921	0.0240109	0.0266621	0.134265	0.210165	161	
212	0.0288	0.021893	0.0255151	0.11744	0.194167	177	
213	0.024673	0.0236549	0.0266619	0.121391	0.196941	197	
214	0.0255451	0.0207529	0.0260592	0.127289	0.200867	189	
215	0.0282581	0.031548	0.0258961	0.11739	0.203749	188	
216	0.0351591	0.0228839	0.025948	0.113258	0.197995	199	
217	0.0281298	0.0243092	0.0264339	0.10657	0.18607	155	
218	0.029989	0.0273309	0.0388031	0.12992	0.226804	189	
219	0.024832	0.0266061	0.0283718	0.126424	0.206782	193	
220	0.0279498	0.0245562	0.0292149	0.128035	0.210338	212	
221	0.0235059	0.0240569	0.0286481	0.138203	0.215414	196	
222	0.0265739	0.0273521	0.0285659	0.132426	0.215605	197	
223	0.0311959	0.030153	0.0550001	0.150231	0.267942	175	
224	0.033396	0.0252039	0.0279212	0.134601	0.221731	193	
225	0.028461	0.025749	0.0303121	0.153016	0.238671	210	
226	0.0338809	0.0290999	0.046874	0.16848	0.279608	206	
227	0.036938	0.0283029	0.03195	0.155758	0.253653	224	
228	0.0244739	0.0228422	0.027329	0.127082	0.20237	191	
229	0.0237811	0.0224149	0.03232	0.144565	0.223725	233	
230	0.0239751	0.0240269	0.037292	0.188914	0.275169	287	
231	0.024477	0.023592	0.0365291	0.185994	0.271435	250	
232	0.0252149	0.0259511	0.0384109	0.191654	0.282077	270	
233	0.026731	0.0270309	0.0411019	0.17059	0.267216	278	
234	0.0312991	0.0317719	0.0419581	0.186181	0.29287	308	
235	0.030688	0.028527	0.0343909	0.147591	0.242654	271	
236	0.0290649	0.025353	0.045491	0.217768	0.32001	402	
237	0.0282938	0.0264959	0.0419621	0.219582	0.31741	414	
238	0.024003	0.0235469	0.04196	0.218707	0.309295	406	
239	0.0246432	0.0238628	0.038842	0.197973	0.286481	422	
240	0.0240259	0.0258961	0.037266	0.188122	0.276149	408	
241	0.0251112	0.026813	0.0396459	0.206603	0.299569	440	
242	0.026494	0.024467	0.038368	0.200393	0.291236	425	
243	0.0300672	0.031441	0.046689	0.238669	0.348065	446	
244	0.0307541	0.040319	0.044389	0.22012	0.338376	425	
245	0.0292161	0.0259769	0.0423031	0.189707	0.289347	388	
246	0.0289972	0.033356	0.035028	0.189822	0.288933	415	
247	0.0301239	0.030189	0.0446579	0.169252	0.274972	458	
248	0.0250401	0.0269048	0.04498	0.236033	0.334654	563	
249	0.0243061	0.0243199	0.043458	0.233272	0.326517	531	
250	0.024451	0.025929	0.0439448	0.229467	0.324944	512	
251	0.0262032	0.0266309	0.04356	0.228395	0.326062	504	
252	0.0276	0.028594	0.0580339	0.249921	0.36588	491	
253	0.0266669	0.02336	0.0468471	0.248881	0.347131	545	
254	0.0271568	0.0238421	0.0462091	0.239207	0.337619	532	
255	0.026612	0.025209	0.0443351	0.231276	0.328592	482	
256	0.0253651	0.022691	0.0460448	0.247869	0.344212	538	
257	0.0284681	0.025948	0.0519459	0.248663	0.356239	522	
258	0.027071	0.0270121	0.0454941	0.247873	0.349253	540	
259	0.027401	0.025969	0.0466321	0.249517	0.351019	529	
260	0.0262041	0.0265608	0.046653	0.249102	0.349839	494	
261	0.0253701	0.0259631	0.055831	0.253011	0.361574	520	
262	0.0300901	0.0297439	0.050436	0.248235	0.359902	543	
263	0.0283871	0.0279081	0.04758	0.249998	0.355619	566	
264	0.0288498	0.033484	0.0577922	0.245664	0.367827	535	
265	0.0288081	0.0343299	0.0525739	0.251647	0.368751	524	
266	0.0270731	0.025151	0.0467198	0.258196	0.35907	557	
267	0.031312	0.033469	0.0609901	0.254123	0.381147	546	
268	0.0304899	0.028887	0.043992	0.240016	0.345573	513	
269	0.0327721	0.0301709	0.0565009	0.250368	0.371205	555	
270	0.030144	0.052809	0.058027	0.242335	0.385244	560	
271	0.0285079	0.02758	0.061558	0.253193	0.373553	544	
272	0.0303369	0.029464	0.0689602	0.244778	0.374777	545	
273	0.0247591	0.026392	0.04741	0.250094	0.351063	541	
274	0.0296538	0.0274911	0.0523381	0.255295	0.367263	508	
275	0.0308321	0.027353	0.056689	0.253759	0.369914	478	
276	0.0276382	0.0288579	0.052494	0.254077	0.365038	503	
277	0.028805	0.0300181	0.0492969	0.250769	0.360522	539	
278	0.026381	0.027653	0.04672	0.251458	0.35349	549	
279	0.0239561	0.0276618	0.0491052	0.253224	0.356018	569	
280	0.0296688	0.0331402	0.0566828	0.251815	0.372747	522	
281	0.031853	0.0269489	0.0491312	0.249449	0.35898	534	
282	0.029566	0.029362	0.049545	0.24789	0.358543	589	
283	0.040561	0.032042	0.057431	0.229518	0.360799	582	
284	0.0306232	0.0287189	0.05162	0.234036	0.346639	546	
285	0.0312252	0.0320339	0.0471931	0.233786	0.345488	551	
286	0.024437	0.0238791	0.0444109	0.237675	0.33158	559	
287	0.0254068	0.0280461	0.046299	0.24779	0.348963	529	
288	0.0259361	0.028738	0.05691	0.259666	0.373485	583	
289	0.025378	0.0262649	0.0498161	0.256066	0.358816	565	
290	0.0254071	0.0247149	0.0471439	0.250874	0.350595	581	
291	0.0250392	0.030196	0.0496359	0.253005	0.359963	579	
292	0.0274041	0.0282779	0.046737	0.248869	0.353724	556	
293	0.025341	0.0251961	0.0483918	0.257597	0.358169	532	
294	0.0266628	0.025928	0.0476811	0.252787	0.355247	559	
295	0.0255489	0.0294671	0.0509839	0.249572	0.357611	549	
296	0.0251741	0.0280209	0.049957	0.251522	0.355946	511	
297	0.0262811	0.0223041	0.0476279	0.251929	0.349503	496	
298	0.027652	0.0238822	0.050627	0.258947	0.362409	491	
299	0.02789	0.0289381	0.0523448	0.259004	0.369497	507	
300	0.0242538	0.0262451	0.048167	0.25754	0.357644	487	
301	0.0284429	0.027056	0.0489941	0.252662	0.358438	484	
302	0.0275462	0.0267298	0.0483711	0.260189	0.364294	514	
303	0.0277128	0.0289271	0.053355	0.256074	0.368786	478	
304	0.027148	0.0249531	0.0518808	0.25755	0.363971	490	
305	0.0273499	0.0289261	0.0529449	0.257165	0.367934	480	
306	0.0280879	0.0267632	0.0514379	0.242295	0.350074	494	
307	0.027313	0.031055	0.0491111	0.223915	0.333325	431	
308	0.026294	0.0282102	0.0433059	0.228088	0.327601	462	
309	0.0291462	0.0283818	0.047266	0.233126	0.341294	442	
310	0.0290751	0.031091	0.0454071	0.230089	0.337422	456	
311	0.026942	0.022449	0.045269	0.227672	0.324207	391	
312	0.0288219	0.0228069	0.0436161	0.226994	0.323945	441	
313	0.0275068	0.029057	0.0498362	0.230421	0.339084	428	
314	0.0291929	0.027662	0.047549	0.22982	0.335565	398	
315	0.0276842	0.0232229	0.046036	0.229612	0.328049	394	
316	0.0287049	0.0269711	0.048739	0.227758	0.333943	368	
317	0.0258319	0.027313	0.0413141	0.216383	0.31191	362	
318	0.024792	0.025948	0.0457408	0.223819	0.322002	338	
319	0.0260231	0.0241849	0.0489781	0.220317	0.321064	342	
320	0.02665	0.0274401	0.0397789	0.209607	0.304662	327	
321	0.029058	0.0213151	0.044832	0.196136	0.29261	327	
322	0.0263801	0.027102	0.038619	0.185162	0.278079	358	
323	0.0283248	0.0254591	0.039268	0.187786	0.282195	340	
324	0.027077	0.0267999	0.0393472	0.174217	0.268718	304	
325	0.0259371	0.0278189	0.040242	0.163376	0.258624	269	
326	0.0256059	0.022929	0.0359771	0.153668	0.239536	294	
327	0.0267489	0.0223761	0.0305281	0.147612	0.228499	270	
328	0.028229	0.0254052	0.03214	0.136455	0.223085	295	
329	0.0261619	0.026475	0.02845	0.131182	0.212928	271	
330	0.025295	0.0237341	0.030884	0.131214	0.21196	288	
331	0.0254319	0.0255661	0.0272579	0.129713	0.208812	255	
332	0.0243711	0.021699	0.026644	0.125077	0.198584	247	
333	0.0254319	0.0266361	0.0277698	0.125072	0.205537	242	
334	0.0249758	0.0244241	0.029206	0.122404	0.201774	260	
335	0.0252659	0.0230682	0.0243058	0.110227	0.183362	229	
336	0.0241392	0.0232868	0.0246451	0.110997	0.183556	220	
337	0.0226901	0.0249209	0.0242701	0.107383	0.179733	223	
338	0.0232081	0.0222759	0.0252869	0.100577	0.171837	223	
339	0.0227649	0.0226419	0.0250192	0.0963151	0.167182	204	
340	0.0237932	0.0226958	0.0239701	0.0978839	0.168855	207	
341	0.02404	0.023422	0.0239711	0.0954661	0.16747	217	
342	0.02354	0.021595	0.02161	0.090409	0.157559	188	
343	0.023952	0.024282	0.021976	0.08882	0.159423	168	
344	0.0234392	0.0220768	0.023375	0.084784	0.154049	147	
345	0.0245271	0.0252919	0.020822	0.081202	0.152198	142	
346	0.0223331	0.023279	0.0202649	0.0785511	0.144777	160	
347	0.023572	0.0214999	0.019989	0.0806811	0.146106	165	
348	0.0222161	0.023627	0.019192	0.0753109	0.140661	160	
349	0.0234001	0.0238321	0.01928	0.0712519	0.138067	139	
350	0.0232089	0.02267	0.018441	0.067842	0.132448	119	
351	0.0224371	0.0237701	0.0176618	0.0637941	0.127946	120	
352	0.023459	0.0215728	0.0192492	0.065799	0.130371	145	
353	0.0222631	0.0209	0.016886	0.0623651	0.122674	119	
354	0.022444	0.0198562	0.0164628	0.0576799	0.116691	115	
355	0.022449	0.0221391	0.015995	0.053899	0.114713	117	
356	0.0234311	0.0185089	0.0161951	0.0569229	0.115305	127	
357	0.0244479	0.021549	0.018604	0.0582051	0.123074	114	
358	0.0230379	0.0211291	0.0165908	0.0592299	0.120254	118	
359	0.0220151	0.0221369	0.015523	0.0540211	0.113922	110	
360	0.0220571	0.0200491	0.0161848	0.05444	0.11296	119	
361	0.0231571	0.0229599	0.0166359	0.0547431	0.117733	110	
362	0.0230381	0.0218799	0.0170929	0.0588362	0.121156	133	
363	0.0235062	0.0214651	0.0160429	0.0537341	0.115014	107	
364	0.022547	0.0224321	0.015698	0.050935	0.111824	106	
365	0.0223329	0.0219932	0.0161369	0.055882	0.116595	139	
366	0.022233	0.0215919	0.0177732	0.058183	0.120029	131	
367	0.0225768	0.0235631	0.0173991	0.0637629	0.127609	122	
368	0.023385	0.0225899	0.016551	0.0566292	0.119406	131	
369	0.0223019	0.0222249	0.0158191	0.0534689	0.114046	116	
370	0.0222862	0.0220718	0.0160272	0.0535598	0.114175	121	
371	0.022068	0.019043	0.0167651	0.0566971	0.114819	129	
372	0.022151	0.023247	0.0173659	0.0637631	0.126797	134	
373	0.0244219	0.0216551	0.0173569	0.059932	0.123678	153	
374	0.0223119	0.0212381	0.016428	0.0566339	0.116854	130	
375	0.0222571	0.018291	0.0172589	0.062428	0.120516	134	
376	0.0223129	0.018929	0.0179222	0.0661731	0.125622	147	
377	0.0235751	0.0225921	0.0210249	0.0648282	0.132361	168	
378	0.0222728	0.02126	0.0173931	0.0690961	0.130292	157	
379	0.022445	0.020992	0.017355	0.062608	0.123676	140	
380	0.02266	0.022315	0.018132	0.067729	0.131185	171	
381	0.0233779	0.018831	0.018991	0.071702	0.133215	179	
382	0.0232401	0.0194061	0.0188649	0.0735912	0.135418	171	
383	0.0235021	0.0203249	0.018858	0.0717912	0.134828	182	
384	0.0234878	0.0189681	0.0183821	0.0676241	0.128763	158	
385	0.022315	0.020179	0.0187221	0.0728869	0.134425	158	
386	0.023273	0.0227039	0.0193791	0.074748	0.14046	155	
387	0.022542	0.01895	0.0199671	0.078119	0.139916	176	
388	0.0222721	0.0195899	0.020478	0.078532	0.141258	188	
389	0.0236292	0.0206509	0.0190651	0.071105	0.134762	183	
390	0.0224628	0.0193191	0.0195241	0.074893	0.136524	199	
391	0.0245688	0.02194	0.0208111	0.085001	0.152686	207	
392	0.0224731	0.0210268	0.020169	0.081908	0.14594	198	
393	0.0234621	0.0217891	0.0194788	0.075352	0.14043	198	
394	0.023725	0.0193162	0.0200069	0.0783291	0.141728	220	
395	0.02299	0.017844	0.022459	0.0809591	0.144612	212	
396	0.0234561	0.0193079	0.020395	0.0851851	0.148716	200	
397	0.0222991	0.0215051	0.0204399	0.084939	0.149608	200	
398	0.0237792	0.0192189	0.020592	0.081655	0.145604	214	
399	0.021735	0.018218	0.02057	0.0818069	0.142754	204	
400	0.0234468	0.0209141	0.020535	0.0847521	0.150014	213	
401	0.0223241	0.0229599	0.021019	0.0876551	0.15436	226	
402	0.024858	0.020376	0.0203779	0.0847089	0.150685	252	
403	0.0219462	0.019835	0.020453	0.081815	0.144412	233	
404	0.0234339	0.0207579	0.0209801	0.0882549	0.15381	253	
405	0.022306	0.0222781	0.0211768	0.0905218	0.156697	225	
406	0.023118	0.0211971	0.0206869	0.0859418	0.15147	229	
407	0.022759	0.019733	0.022645	0.085654	0.151173	228	
408	0.022608	0.0208631	0.0207269	0.0816031	0.146161	207	
409	0.0226531	0.0236409	0.0214031	0.0901282	0.158244	229	
410	0.0227091	0.0217049	0.0222731	0.0946691	0.161763	239	
411	0.0236249	0.023634	0.0223031	0.0962009	0.166173	271	
412	0.022511	0.021785	0.0215991	0.0914729	0.157776	237	
413	0.0239539	0.022326	0.0211661	0.0884311	0.156264	225	
414	0.0223911	0.0236461	0.0219359	0.094718	0.16309	254	
415	0.022433	0.0219941	0.0215869	0.094902	0.161352	234	
416	0.0236628	0.0197861	0.0214281	0.0882339	0.153493	234	
417	0.022629	0.0210969	0.0213001	0.090579	0.156054	223	
418	0.0238521	0.02156	0.0231199	0.0937591	0.1627	273	
419	0.0224879	0.021924	0.0219491	0.092725	0.15949	247	
420	0.0224001	0.0203118	0.020956	0.087353	0.1514	237	
421	0.023407	0.0208008	0.0212321	0.0880301	0.153865	246	
422	0.0224841	0.0214009	0.0225749	0.0915768	0.15845	267	
423	0.0236158	0.019654	0.022249	0.093595	0.159534	248	
424	0.0224922	0.0194499	0.02284	0.09885	0.164077	271	
425	0.022738	0.0204408	0.021275	0.0922992	0.157139	264	
426	0.0234871	0.0220799	0.020824	0.0876532	0.154517	237	
427	0.02247	0.021528	0.0215559	0.093492	0.159461	279	
428	0.023632	0.021667	0.022624	0.0958121	0.164152	250	
429	0.0223899	0.0219722	0.0221579	0.097579	0.164585	254	
430	0.022676	0.0199771	0.0216389	0.0910611	0.155759	225	
431	0.023174	0.020268	0.0213492	0.0853469	0.150522	246	
432	0.0224791	0.022361	0.021337	0.0928609	0.159452	247	
